prev_indices,next_indices,syllables,rhyme_id
426 3353 1844 3044 552 5603 2245 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 158 2037 2005 5064 934 5064 1958 5064 2673 5603 2011 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,32
5606 158 2037 2005 5064 934 5064 1958 5064 2673 5603 2011 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2501 90 2978 2916 2420 2212 5452 2507 4962 81 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,81
2501 90 2978 2916 2420 2212 5452 2507 4962 81 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3814 5606 3349 4962 3256 3244 5262 297 36 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,663
3814 5606 3349 4962 3256 3244 5262 297 36 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5454 5606 436 5606 158 2203 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,664
5454 5606 436 5606 158 2203 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2036 4962 5533 4957 2380 2378 4520 4401 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,661
2036 4962 5533 4957 2380 2378 4520 4401 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 1579 2568 3547 5511 2498 1865 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,665
2378 1579 2568 3547 5511 2498 1865 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 5487 2635 5606 1038 4789 213 2635 5606 145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,384
2375 5487 2635 5606 1038 4789 213 2635 5606 145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5447 3139 2375 2615 5011 3140 5443 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,72
5447 3139 2375 2615 5011 3140 5443 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3256 2377 5019 90 3101 1003 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,169
3256 2377 5019 90 3101 1003 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5018 5614 3107 3107 2327 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,666
5018 5614 3107 3107 2327 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3256 5443 4962 5454 1593 2835 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,246
3256 5443 4962 5454 1593 2835 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5241 3256 4867 5614 4914 3394 5614 3150 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,66
5241 3256 4867 5614 4914 3394 5614 3150 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,897 5614 1806 5261 213 3814 4962 4337 349 2420 5614 3150 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,479
897 5614 1806 5261 213 3814 4962 4337 349 2420 5614 3150 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 2222 5606 4825 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,479
213 2222 5606 4825 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3256 2375 4867 90 3122 2154 3331 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,667
3256 2375 4867 90 3122 2154 3331 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 4834 3256 2272 3349 2377 413 3256 5443 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,479
5443 3125 775 2375 4187 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2475 4127 1183 1868 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,124
2475 4127 1183 1868 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,258 5606 3285 1566 258 5606 3285 1566 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,189
258 5606 3285 1566 258 5606 3285 1566 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2491 4998 3285 5479 5606 258 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,668
2491 4998 3285 5479 5606 258 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5187 4962 3181 5261 5187 2994 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,298
5187 4962 3181 5261 5187 2994 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2123 2784 2005 1958 12 145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,47
2123 2784 2005 1958 12 145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4998 5048 2501 1814 4962 3110 3186 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,72
4998 5048 2501 1814 4962 3110 3186 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4971 3241 436 90 3256 4998 2029 1814 4998 2852 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,479
4971 3241 436 90 3256 4998 2029 1814 4998 2852 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4998 2302 3374 4998 3657 4998 2319 3374 4998 4752 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,464
4998 2302 3374 4998 3657 4998 2319 3374 4998 4752 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5511 4520 2956 1347 1789 4998 3353 1814 4998 4548 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,464
5511 4520 2956 1347 1789 4998 3353 1814 4998 4548 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 3245 3352 2375 4845 5261 4998 3352 5487 1958 506 5261 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,464
4962 3245 3352 2375 4845 5261 4998 3352 5487 1958 506 5261 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4974 1884 5081 2741 5064 2931 5261 4337 4975 1154 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,133
4974 1884 5081 2741 5064 2931 5261 4337 4975 1154 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 1408 3431 3569 4975 2598 5110 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,78
4975 1408 3431 3569 4975 2598 5110 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 2673 5443 4552 4975 1824 5454 4975 3628 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,5
5606 2673 5443 4552 4975 1824 5454 4975 3628 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4964 5476 4772 1868 4967 5172 5064 4010 4962 3396 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,669
4964 5476 4772 1868 4967 5172 5064 4010 4962 3396 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 3285 90 512 2378 90 5565 1814 3187 213 3389 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,670
2378 3285 90 512 2378 90 5565 1814 3187 213 3389 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 4187 90 346 5309 2378 3358 491 5261 3186 667 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15,671
2375 4187 90 346 5309 2378 3358 491 5261 3186 667 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,491 5261 3186 602 2378 484 1563 5064 1390 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,580
491 5261 3186 602 2378 484 1563 5064 1390 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 4957 5000 3630 2375 2673 3186 3409 1787 2491 1808 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,34
2378 4957 5000 3630 2375 2673 3186 3409 1787 2491 1808 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4520 4965 4049 213 4984 5606 4404 101 657 12 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,672
4520 4965 4049 213 4984 5606 4404 101 657 12 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2501 2169 5064 5593 5452 4962 394 2420 5614 3150 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,188
2501 2169 5064 5593 5452 4962 394 2420 5614 3150 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 2420 3242 4507 1474 1717 1383 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,673
2378 2420 3242 4507 1474 1717 1383 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5443 3125 775 2375 4918 5606 2783 2994 4590 2498 1814 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,674
5443 3125 775 2375 4918 5606 2783 2994 4590 2498 1814 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3270 5161 4951 2129 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,111
3270 5161 4951 2129 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 2378 349 1814 3125 3242 5605 198 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,675
213 2378 349 1814 3125 3242 5605 198 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3729 3067 349 5064 1747 3186 727 5261 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,676
3729 3067 349 5064 1747 3186 727 5261 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5443 3125 775 2375 1390 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,133
5443 3125 775 2375 1390 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 1924 4998 5261 5064 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,111
2375 1924 4998 5261 5064 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2673 4998 3162 2491 5160 5160 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,111
2375 2673 4998 3162 2491 5160 5160 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5443 3125 775 2375 4187 5064 5606 5606 2203 2498 178 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,111
5443 3125 775 2375 4187 5064 5606 5606 2203 2498 178 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 189 2673 5443 2378 101 1793 500 1425 4571 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,83
5606 189 2673 5443 2378 101 1793 500 1425 4571 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3156 5440 3331 4962 4690 3804 3854 2420 90 1464 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,673
3156 5440 3331 4962 4690 3804 3854 2420 90 1464 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4769 3349 2268 680 3331 3186 4335 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,188
4769 3349 2268 680 3331 3186 4335 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 158 3290 3349 3186 982 9 3186 854 3186 3196 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,677
737 158 3290 3349 3186 982 9 3186 854 3186 3196 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5612 2128 3595 4962 5586 1654 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,430
5612 2128 3595 4962 5586 1654 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1589 2393 4975 3492 2375 2931 3502 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,678
1589 2393 4975 3492 2375 2931 3502 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,464 3427 1814 1866 4975 4079 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,340
464 3427 1814 1866 4975 4079 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3734 2554 1425 5064 5186 213 756 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,172
3734 2554 1425 5064 5186 213 756 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1170 813 2375 1408 1979 90 4337 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,679
1170 813 2375 1408 1979 90 4337 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3256 3352 2798 5064 2835 2375 776 2783 90 1248 2005 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,34
3256 3352 2798 5064 2835 2375 776 2783 90 1248 2005 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,744 5513 2994 447 1791 1859 5064 1268 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,3
744 5513 2994 447 1791 1859 5064 1268 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2194 5064 5067 26 4962 1248 2375 3990 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,533
2194 5064 5067 26 4962 1248 2375 3990 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 2375 1408 5412 2551 2378 60 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,680
213 2375 1408 5412 2551 2378 60 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1979 2994 90 1172 3433 3330 2543 3256 739 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,681
1979 2994 90 1172 3433 3330 2543 3256 739 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4132 1421 3349 3186 1703 2931 3186 941 1049 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,682
4132 1421 3349 3186 1703 2931 3186 941 1049 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5443 3125 775 2375 4187 2123 3611 4962 421 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,7
5443 3125 775 2375 4187 2123 3611 4962 421 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3186 3256 2137 5529 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,7
3186 3256 2137 5529 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5405 2026 2783 4998 4032 2473 4962 2305 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,111
5405 2026 2783 4998 4032 2473 4962 2305 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2379 4502 3186 1746 3349 4998 3352 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,683
2379 4502 3186 1746 3349 4998 3352 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5443 3125 775 2375 4187 5064 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,192
5443 3125 775 2375 4187 5064 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1958 3186 2101 2947 3349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,111
1958 3186 2101 2947 3349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3297 5606 2673 5614 288 2491 5488 5452 4975 2036 5606 2420 4962 2919 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,253
3297 5606 2673 5614 288 2491 5488 5452 4975 2036 5606 2420 4962 2919 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1814 2810 2142 90 496 213 5614 288 158 2816 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15,539
1814 2810 2142 90 496 213 5614 288 158 2816 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4957 2996 4957 4337 5606 5564 3184 413 2402 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,684
4957 2996 4957 4337 5606 5564 3184 413 2402 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1525 4957 3374 5614 1787 2491 4393 2501 606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,685
1525 4957 3374 5614 1787 2491 4393 2501 606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 1408 2996 5064 570 737 1227 2393 2375 1408 626 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,686
2375 1408 2996 5064 570 737 1227 2393 2375 1408 626 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4965 1147 2026 118 2810 2375 158 3349 4975 288 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,539
4965 1147 2026 118 2810 2375 158 3349 4975 288 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 2969 4699 4959 1672 1868 2557 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,399
4962 2969 4699 4959 1672 1868 2557 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1672 1868 90 2175 4763 2598 2133 4962 380 5064 1390 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,687
1672 1868 90 2175 4763 2598 2133 4962 380 5064 1390 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 3269 2378 3285 5018 5511 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,34
213 3269 2378 3285 5018 5511 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2420 1645 2378 2598 3724 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,34
2420 1645 2378 2598 3724 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4998 158 4962 4368 2378 2598 1574 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,34
4998 158 4962 4368 2378 2598 1574 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3355 213 2375 5526 4716 105 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,34
3355 213 2375 5526 4716 105 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5064 2096 1977 4716 1663 112 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,34
5064 2096 1977 4716 1663 112 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,349 5064 4962 3181 4962 2987 4087 2491 5121 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,34
349 5064 4962 3181 4962 2987 4087 2491 5121 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3258 2036 90 3738 2330 2135 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,688
3258 2036 90 3738 2330 2135 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5443 5261 342 4975 776 4375 5261 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,69
5443 5261 342 4975 776 4375 5261 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4375 1425 2375 3285 1589 3414 2379 4032 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,5
4375 1425 2375 3285 1589 3414 2379 4032 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2011 1825 2994 1814 3186 632 1299 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,361
2011 1825 2994 1814 3186 632 1299 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 2375 3955 5337 5443 4974 4741 1341 5064 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,689
737 2375 3955 5337 5443 4974 4741 1341 5064 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4520 3568 2994 2788 4974 988 3268 297 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,5
4520 3568 2994 2788 4974 988 3268 297 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3431 2994 2810 90 3564 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,5
3431 2994 2810 90 3564 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 5487 2833 2654 5176 2420 4962 1819 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,690
2375 5487 2833 2654 5176 2420 4962 1819 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4918 2228 3622 1825 2994 4967 4634 2473 5614 1819 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,691
4918 2228 3622 1825 2994 4967 4634 2473 5614 1819 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 3285 4962 3352 5064 4215 3640 3331 2420 1645 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,691
2378 3285 4962 3352 5064 4215 3640 3331 2420 1645 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2036 90 2572 4958 2668 5614 3640 3331 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,692
2375 2036 90 2572 4958 2668 5614 3640 3331 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5612 2334 4962 2011 3256 523 1814 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,148
5612 2334 4962 2011 3256 523 1814 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 297 4962 5164 2468 283 1814 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,5
2378 297 4962 5164 2468 283 1814 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 158 3241 4198 2378 1596 5606 158 3241 4970 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,5
2375 158 3241 4198 2378 1596 5606 158 3241 4970 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 3256 5479 5551 2375 1591 800 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,296
213 3256 5479 5551 2375 1591 800 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3679 1814 3679 2378 4962 470 5064 1591 1030 267 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,296
3679 1814 3679 2378 4962 470 5064 1591 1030 267 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1610 3270 2853 5443 2375 1536 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,298
1610 3270 2853 5443 2375 1536 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 4561 3330 90 2368 2375 3906 3862 4962 4740 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,71
4962 4561 3330 90 2368 2375 3906 3862 4962 4740 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,90 851 3058 4957 2964 3601 5383 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,7
90 851 3058 4957 2964 3601 5383 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 3269 2375 158 1958 4357 5261 90 5476 711 3330 5050 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,5
213 3269 2375 158 1958 4357 5261 90 5476 711 3330 5050 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3374 2931 5261 4337 2420 90 5476 711 3330 2822 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,693
